adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
노인요양시설 오경실버랜드노인복지센터,A03,14719000316,20170302,47,190,20170302
구미효심노인복지센터,A04,14719000322,20170601,47,190,20170601
노인요양시설 로뎀나무실버타운,A03,14719000326,20170710,47,190,20170710
노인요양시설 영남힐실버타운,A03,14719000339,20180322,47,190,20180322
노인요양공동생활가정 브니엘,A04,14719000356,20190118,47,190,20190118
은빛실버빌,A04,14719000367,20190715,47,190,20190715
구미천사요양원,A03,14719000369,20190723,47,190,20190723
삼성실버홈노인복지센터,A04,14719000398,20200102,47,190,20200102
노인요양시설 선산하나,A03,14719000400,20200123,47,190,20200123
노인요양공동생활가정 인동행복,A04,14719000408,20200608,47,190,20200608
삼성실버타운,A03,14719000410,20200623,47,190,20200623
노인요양공동생활가정 자연숲속실버홈,A04,14719000412,20200821,47,190,20200821
노인요양시설 구미효드림,A03,14719000420,20201208,47,190,20201208
노인요양시설 에덴재활요양원,A03,14719000427,20210409,47,190,20210409
노인요양시설 황금연못요양원,A03,14719000429,20210326,47,190,20210326
노인요양공동생활가정 구미한겸복지센터,A04,14719000436,20210901,47,190,20210901
노인요양시설 조아재활전문실버타운,A03,14719000439,20210901,47,190,20210901
노인요양시설 구미간호사의집,A03,14719000441,20210901,47,190,20210901
노인요양공동생활가정 꽃마실,A04,14719000443,20210901,47,190,20210901
노인요양공동생활가정 선산노인복지센터,A04,14719000446,20211115,47,190,20211115
인애가장수마을,A03,14721000001,20080529,47,210,20001025
소망의집,A03,14721000003,20080529,47,210,19991130
소망의집,G31,14721000003,20080529,47,210,19991130
영주노인전문요양원,A03,14721000004,20080529,47,210,20051014
이당원,A03,14721000017,20080623,47,210,20080616
평강소규모요양센터,A03,14721000020,20080630,47,210,20080630
문수효마을,A03,14721000027,20080728,47,210,20080728
영주소규모요양센터,A03,14721000031,20080805,47,210,20080805
영주실버마을,A03,14721000039,20090108,47,210,20090108
다락원실버텔,A03,14721000056,20090414,47,210,20090414
삼성요양원,A03,14729029018,20211112,47,290,20211112
SMS그린힐 군위요양원,A03,14772000013,20090423,47,720,20090423
백송한마음요양원,A03,14772000029,20101102,47,720,20101102
밀알노인요양공동생활가정,A04,14772000036,20131216,47,720,20131213
참샘노인요양공동생활가정,A04,14772000041,20160303,47,720,20160303
도리원,A03,14773000001,20080618,47,730,20080618
고운사요양원,A03,14773000002,20080603,47,730,20061229
안사공동체,A03,14773000010,20080616,47,730,20080616
안사공동체,G31,14773000010,20080616,47,730,20080616
참사랑효마을요양원,A03,14773000044,20091127,47,730,20091127
산동복지타운,A03,14773000047,20091229,47,730,20091229
금성카리타스요양원,A03,14773000049,20100226,47,730,20100225
제남호스텔,A03,14773000057,20110211,47,730,20090409
낙자원,A04,14773000061,20110601,47,730,20110530
의성시온요양원,A03,14773000065,20110822,47,730,20090908
봉양햇빛마을,A03,14773000067,20111201,47,730,20111201
성심요양원,A03,14773000070,20121001,47,730,20101230
금성산치매공동생활가정,S41,14773000079,20141201,47,730,20141201
평안의집,A03,14773000080,20150603,47,730,20150603
사랑의집,A03,14773000081,20150626,47,730,20150626
기쁨의집,A03,14773000097,20170701,47,730,20170701
의성e행복한요양원,A03,14773000099,20180626,47,730,20180626
나눔의집,A04,14773000103,20181229,47,730,20181229
천사요양원,A03,14773000119,20211206,47,730,20211206
경북작은자의집,A03,14775000001,20080529,47,750,20060630
아름다운실버타운,A03,14775000008,20081224,47,750,20081224
청송보현요양원,A03,14775000016,20090424,47,750,20090424
청송국민노인요양원,A03,14775000022,20100609,47,750,20100609
태양의집,A03,14775000030,20130409,47,750,20130409
태양의집,G31,14775000030,20130409,47,750,20130409
영양군립요양원,A03,14776000001,20080507,47,760,20050912
영양사랑노인전문요양원,A03,14776000016,20100120,47,760,20100120
고은노인요양원,A03,14776000018,20100315,47,760,20100315
기로원,A04,14776000022,20131209,47,760,20131120
벧엘노인요양원,A03,14776000028,20161117,47,760,20161116
샛별노인복지센터,A03,14777000002,20080602,47,770,20080529
영덕희망마을,A03,14777000024,20100312,47,770,20100312
영덕행복마을,A03,14777000032,20120330,47,770,20120328
다사랑복지타운,A03,14777000056,20190618,47,770,20190618
해맞이실버타운,A03,14777000062,20201221,47,770,20201221
효사랑실버센터,A03,14782000001,20080526,47,820,19980504
효사랑시니어센터,A03,14782000035,20100405,47,820,20100405
다솜노인요양원,A03,14782000036,20100501,47,820,20100429
반시 노인요양공동생활가정,A04,14782000043,20110928,47,820,20110921
산동요양원,A03,14782000053,20120515,47,820,20120509
아람전문요양원,A03,14782000058,20121005,47,820,20120928
한마음노인요양원,A03,14782000060,20121126,47,820,20121119
123장수나라,A04,14782000071,20150107,47,820,20150107
한길요양원,A03,14782000083,20160616,47,820,20160616
건강나라노인요양공동생활가정,A04,14782000087,20170324,47,820,20170324
느티나무복지센터,A04,14782000088,20170801,47,820,20170801
다람노인요양공동생활가정,A04,14782000100,20181010,47,820,20181010
소망의집,A04,14782000105,20190322,47,820,20190322
은혜노인요양공동생활가정,A04,14782000109,20200130,47,820,20200130
대창요양원,A03,14783000021,20091223,47,830,20091223
고령영생요양원,A03,14783000023,20091231,47,830,20091231
대가야요양원,A03,14783000031,20110314,47,830,20110314
다빛노인복지센터,A04,14783000035,20120725,47,830,20120725
대진덕곡요양원,A03,14783000043,20140801,47,830,20140801
고령요양원,A03,14783000052,20171001,47,830,20171001
동산실버요양원,A03,14783000057,20200715,47,830,20200626
실로암노인전문요양원,A03,14784000001,20080609,47,840,20040731
복지마을요양원,A03,14784000002,20080609,47,840,20000201
우주봉의집,A03,14784000003,20080609,47,840,20041124
경상북도노인전문간호센터,A03,14784000004,20080609,47,840,20070504
가나안노인전문요양원,A03,14784000033,20110120,47,840,20110120
성주유진요양타운,A04,14784000035,20110512,47,840,20110512
한우리요양원,A03,14784000039,20121015,47,840,20111201
가야실버빌,A03,14784000060,20190201,47,840,20190201
성가요양원,A03,14785000001,20080605,47,850,20080605
연꽃피는집노인요양원,A03,14785000002,20080605,47,850,20040203
장미노인요양원,A03,14785000003,20080605,47,850,20030507
성가어르신복지센터,A03,14785000056,20100301,47,850,20100301
온정너싱홈,A03,14785000058,20100309,47,850,20100309
바오로둥지 너싱홈,A03,14785000060,20100407,47,850,20100407
푸른실버홈,A04,14785000070,20101101,47,850,20101101
어울림노인요양센터,A04,14785000073,20110211,47,850,20110211
가산실버홈,A04,14785000079,20110705,47,850,20110705
송녹골요양홈,A04,14785000085,20120201,47,850,20120201
송녹골요양홈2관,A04,14785000086,20120203,47,850,20120203
행복한마을,A03,14785000089,20120427,47,850,20120427
송림요양원,A03,14785000099,20130121,47,850,20130121
성화노인복지센터,A04,14785000101,20130226,47,850,20130226
한울요양원,A03,14785000105,20130719,47,850,20130719
효성실버요양원,A03,14785000107,20131122,47,850,20131122
친절간호사의집 노인복지센터,A04,14785000123,20170101,47,850,20170101
섬김노인복지센터,A03,14785000137,20180112,47,850,20180112
해바라기요양원,A03,14785000140,20180912,47,850,20180912
홍익재활실버힐,A03,14785000150,20190501,47,850,20190501
新효구미노인복지센터,A04,14785000160,20191201,47,850,20191201
예지노인복지센터,A03,14785000164,20200301,47,850,20200301
금오노인요양원,A03,14785000165,20200511,47,850,20200511
온맘노인전문요양원,A03,14785000166,20200625,47,850,20200611
금상실버타운,A03,14785000169,20210203,47,850,20210202
예천연꽃마을,A03,14790000005,20080530,47,900,19961102
예천노인전문요양원,A03,14790000020,20100223,47,900,20100223
예천노인전문요양원,G31,14790000020,20100223,47,900,20100223
예천실버요양원,A03,14790000039,20120130,47,900,20120130
보람요양원,A03,14790000331,20151215,47,900,20151215
경진노인요양원,A04,14790000343,20170425,47,900,20170425
예천효요양원,A03,14790000353,20181231,47,900,20181231
차오름요양원,A03,14790000372,20211101,47,900,20211101
봉화요양원,A03,14792000001,20080522,47,920,19980728
봉화요양원,G31,14792000001,20080522,47,920,19980728
봉화요양원,G32,14792000001,20080522,47,920,19980728
봉화유리요양원,A03,14792000016,20090703,47,920,20090629
사랑노인요양공동생활가정,A04,14792000017,20090722,47,920,20090720
봉화노인복지센터,A03,14792000023,20100723,47,920,20081110
봉화효심요양원,A03,14792000032,20120209,47,920,20120209
햇살찬요양원,A03,14792000038,20161110,47,920,20161110
울진군노인요양원,A03,14793000001,20070831,47,930,20070831
엘 요양원,A03,14793000049,20150403,47,930,20121009
평해노인요양원,A03,14793000057,20160501,47,930,20160501
송담실버타운,A03,14794000006,20140519,47,940,20140519
햇빛마을,B03,24711000011,20080609,47,111,20010110
포항원광은혜의집,B01,24711000022,20080617,47,113,20071106
포항원광은혜의집,B03,24711000022,20080617,47,113,20071106
실버힐 재가복지센터,B01,24711000163,20100209,47,113,20100209
실버힐 재가복지센터,B02,24711000163,20100209,47,113,20100209
들꽃마을 노인복지센터,B01,24711000182,20101217,47,113,20101210
들꽃마을 노인복지센터,B03,24711000182,20101217,47,113,20101210
유락원재가노인복지센터,B01,24711000215,20120813,47,111,20120813
유락원재가노인복지센터,B02,24711000215,20120813,47,111,20120813
선재 주야간노인센터,B03,24711000267,20141022,47,113,20141022
좋은이웃마을 노인복지센터,B03,24711000271,20141101,47,111,20141101
갈릴리마을 재가복지센터,B01,24711000427,20190419,47,113,20190419
갈릴리마을 재가복지센터,B03,24711000427,20190419,47,113,20190419
문덕주간보호센터,B03,24711000484,20200220,47,111,20200220
환호노인복지센터,B03,24711000487,20200220,47,113,20200220
자매주간보호센터,B01,24711000491,20200320,47,113,20200320
자매주간보호센터,B02,24711000491,20200320,47,113,20200320
자매주간보호센터,B03,24711000491,20200320,47,113,20200320
함께하는 재가복지센터,B01,24711000492,20200424,47,111,20200409
함께하는 재가복지센터,B02,24711000492,20200424,47,111,20200409
가온누리 복지센터,B01,24711000494,20200626,47,113,20200626
가온누리 복지센터,B02,24711000494,20200626,47,113,20200626
가온누리 복지센터,B06,24711000494,20200626,47,113,20200626
한결재가복지센터,B01,24711000496,20200626,47,111,20200623
대송재가복지센터,B01,24711000497,20201201,47,111,20201201
실버천사 방문요양,B01,24711000498,20200724,47,111,20200722
새봄방문요양센터,B01,24711000499,20200724,47,111,20200724
가장행복한재가복지센터,B01,24711000501,20200902,47,113,20200902
포항케어재가복지센터,B01,24711000502,20200902,47,113,20200902
좋은사람들 노인장기요양센터,B03,24711000504,20200902,47,111,20200902
스마일시니어은혜재가복지센터,B01,24711000505,20201005,47,113,20201005
스마일시니어은혜재가복지센터,B02,24711000505,20201005,47,113,20201005
가족사랑재가복지센터,B01,24711000506,20201005,47,113,20201005
민들레방문요양센터,B01,24711000507,20201005,47,111,20201005
정성담은 재활주간보호센터,B01,24711000508,20201005,47,111,20201005
정성담은 재활주간보호센터,B03,24711000508,20201005,47,111,20201005
가로수재가복지센터,B01,24711000509,20201103,47,113,20201103
동산재가복지센터,B01,24711000510,20201103,47,111,20201103
깡총노인재가복지센터,B01,24711000512,20201103,47,113,20201103
깡총노인재가복지센터,B02,24711000512,20201103,47,113,20201103
건행재가복지센터,B01,24711000513,20201201,47,111,20201201
부림복지용구,B06,24711000514,20201201,47,111,20201201
연심재가복지센터,B01,24711000516,20201230,47,111,20201230
푸른솔재가복지센터,B01,24711000517,20201230,47,111,20201230
딜라이트(보청기),B06,24711000519,20210201,47,111,20210201
미소요양복지센터,B01,24711000520,20210201,47,113,20210201
미소요양복지센터,B02,24711000520,20210201,47,113,20210201
보원방문요양센터,B01,24711000521,20210326,47,113,20210325
동해재가복지센터,B01,24711000522,20210326,47,111,20210326
동해재가복지센터,B02,24711000522,20210326,47,111,20210326
삼일재가복지센터,B01,24711000523,20210326,47,113,20210325
늘봄재가장기요양기관,B02,24729028993,20210224,47,290,20210224
가람재가노인복지센터,B01,24729028995,20210224,47,290,20210224
가람재가노인복지센터,B02,24729028995,20210224,47,290,20210224
사동재가노인복지센터,B03,24729028997,20210308,47,290,20210308
마중재가노인복지센터,B01,24729028998,20210323,47,290,20210323
마중재가노인복지센터,B02,24729028998,20210323,47,290,20210323
수성메디칼,B06,24729028999,20210503,47,290,20210503
으뜸재가복지센터,B01,24729029000,20210520,47,290,20210520
으뜸재가복지센터,B02,24729029000,20210520,47,290,20210520
복지왕장기재가복지센터,B01,24729029001,20210520,47,290,20210520
복지왕장기재가복지센터,B02,24729029001,20210520,47,290,20210520
보담 재가방문요양센터,B01,24729029005,20210701,47,290,20210701
심청이재가노인복지센터,B01,24729029006,20210701,47,290,20210701
심청이재가노인복지센터,B03,24729029006,20210701,47,290,20210701
영신재가복지센터,B01,24729029007,20210728,47,290,20210728
효담재가노인복지센터,B01,24729029008,20210728,47,290,20210728
감동복지센터,B01,24729029010,20210826,47,290,20210826
선경재가노인복지센터,B01,24729029011,20210930,47,290,20210930
선경재가노인복지센터,B02,24729029011,20210930,47,290,20210930
삼성재활주간보호,B03,24729029017,20211112,47,290,20211112
홍산재가복지센터,B01,24729029019,20211130,47,290,20211130
사랑손요양복지센터,B01,24729029020,20211130,47,290,20211130
한들재가복지센터,B01,24729029021,20211130,47,290,20211130
한들재가복지센터,B02,24729029021,20211130,47,290,20211130
주바라기 재가방문요양기관,B01,24729029022,20211130,47,290,20211130
스마일주간보호센터,B03,24729029025,20211130,47,290,20211130
행복재가복지센터,B01,24729029026,20211130,47,290,20211130
예예방문요양센터,B01,24729029027,20211130,47,290,20211130
청춘장기재가복지센터,B01,24729029028,20211130,47,290,20211130
청춘장기재가복지센터,B02,24729029028,20211130,47,290,20211130
9988주야간보호센터,B01,24729029029,20211130,47,290,20211130
9988주야간보호센터,B03,24729029029,20211130,47,290,20211130
백송노인복지센터,B01,24772000007,20081013,47,720,20081013
백송노인복지센터,B02,24772000007,20081013,47,720,20081013
백송노인복지센터,B03,24772000007,20081013,47,720,20081013
군위군재가노인지원센터,B01,24772000033,20121109,47,720,20121108
군위군재가노인지원센터,B03,24772000033,20121109,47,720,20121108
군위군재가노인지원센터,B04,24772000033,20121109,47,720,20121108
고향재가노인복지센터,B01,24772000055,20201019,47,720,20201019
늘봄재가주간보호센터,B03,24772000056,20210208,47,720,20210208
군위해피케어주간보호센터,B03,24772000057,20210629,47,720,20210629
군위의료기보청기,B06,24772000058,20210629,47,720,20210629
군위 우리재가 주간보호센터,B01,24772000059,20211001,47,720,20211001
군위 우리재가 주간보호센터,B03,24772000059,20211001,47,720,20211001
의성노인복지센터,B01,24773000004,20080526,47,730,20030116
금성카리타스노인복지센터,B03,24773000050,20100226,47,730,20100127
의성행복한노인복지센터,B01,24773000053,20090729,47,730,20090727
의성행복한노인복지센터,B03,24773000053,20090729,47,730,20090727
안계노인복지센터,B01,24773000054,20080825,47,730,20080825
안계노인복지센터,B02,24773000054,20080825,47,730,20080825
안계노인복지센터,B03,24773000054,20080825,47,730,20080825
안계노인복지센터,B04,24773000054,20080825,47,730,20080825
봉양노인복지센터,B01,24773000072,20130222,47,730,20130221
봉양노인복지센터,B02,24773000072,20130222,47,730,20130221
봉양노인복지센터,B03,24773000072,20130222,47,730,20130221
동행재가노인복지센터,B01,24773000113,20200417,47,730,20200417
참조은노인복지센터,B03,24773000114,20200915,47,730,20200902
제남호스텔노인주간보호센터,B03,24773000115,20201203,47,730,20191230
제남호스텔노인주간보호센터,H31,24773000115,20201203,47,730,20191230
성심재가노인복지센터,B01,24773000116,20210507,47,730,20210507
안심재가노인복지센터,B01,24773000117,20210721,47,730,20210720
의성소망노인복지센터,B01,24773000118,20211012,47,730,20211012
작은자재가노인복지센터,B03,24775000007,20080724,47,750,20080724
청송국민노인복지센터,B01,24775000023,20100609,47,750,20100609
수달래효원 노인복지센터,B01,24775000025,20101229,47,750,20101229
수달래효원 노인복지센터,B02,24775000025,20101229,47,750,20101229
수달래효원 노인복지센터,B03,24775000025,20101229,47,750,20101229
청송보현재가노인복지센터,B03,24775000035,20161012,47,750,20161012
청송농업협동조합솔빛아름재가노인복지센터,B01,24775000037,20180417,47,750,20180417
섬김노인복지센터,B01,24775000039,20210801,47,750,20210801
벧엘주간보호센타,B03,24776000029,20161117,47,760,20161116
재가노인복지시설 청춘주야간보호센터,B03,24776000030,20181207,47,760,20181129
영양재가방문요양센터,B01,24776000033,20210315,47,760,20210111
영원노인복지센터,B03,24777000047,20170701,47,770,20170701
축산효방문요양센터,B01,24777000063,20210309,47,770,20210209
축산효방문요양센터,B02,24777000063,20210309,47,770,20210209
행복한복지센터,B03,24777000064,20210309,47,770,20210309
엘림재가복지센터,B01,24777000065,20210420,47,770,20210420
청도군주간보호센터,B03,24782000003,20080526,47,820,20050908
다솜노인복지센터,B01,24782000004,20080526,47,820,20051216
다솜노인복지센터,B02,24782000004,20080526,47,820,20051216
온누리애재가노인복지센터,B01,24711000524,20210326,47,111,20210325
더휴재가노인복지센터,B01,24711000525,20210326,47,113,20210325
더휴재가노인복지센터,B02,24711000525,20210326,47,113,20210325
효사랑노인주간보호센터,B03,24711000527,20210326,47,113,20210325
가장행복한어르신복지센터,B01,24711000528,20210429,47,113,20210429
가장행복한어르신복지센터,B03,24711000528,20210429,47,113,20210429
A+포항사랑 재가복지센터,B01,24711000529,20210429,47,113,20210429
고운빛 재가복지센터,B01,24711000531,20210429,47,113,20210429
늘봄노인재가센터,B01,24711000532,20210429,47,113,20210429
소명재가복지센터,B01,24711000534,20210429,47,113,20210429
미소재가복지센터,B01,24711000535,20210601,47,113,20210601
미소재가복지센터,B02,24711000535,20210601,47,113,20210601
더한사랑재가복지센터,B01,24711000536,20210601,47,111,20210601
더한사랑재가복지센터,B02,24711000536,20210601,47,111,20210601
포항북부재가복지센터,B01,24711000537,20210701,47,113,20210701
양지데이케어센터,B01,24711000538,20210701,47,113,20210701
양지데이케어센터,B02,24711000538,20210701,47,113,20210701
양지데이케어센터,B03,24711000538,20210701,47,113,20210701
어머니재가복지센터,B01,24711000539,20210802,47,111,20210802
다솜재가복지센터,B01,24711000540,20210802,47,113,20210802
다솜재가복지센터,B02,24711000540,20210802,47,113,20210802
돌봄1004 노인복지센터,B01,24711000541,20210802,47,113,20210802
늘청춘하우스 재가노인복지센터,B01,24711000542,20210901,47,111,20210901
늘청춘하우스 재가노인복지센터,B03,24711000542,20210901,47,111,20210901
정다운복지센터,B01,24711000543,20210901,47,111,20210901
정다운복지센터,B02,24711000543,20210901,47,111,20210901
맘재가복지센터,B01,24711000544,20210901,47,111,20210901
국제효재가복지센터,B01,24711000545,20210901,47,113,20210901
가장편한복지센터,B01,24711000546,20210901,47,113,20210901
가장편한복지센터,B02,24711000546,20210901,47,113,20210901
가장편한복지센터,B03,24711000546,20210901,47,113,20210901
다인재가센터,B01,24711000547,20211001,47,111,20211001
이레재가복지센터,B01,24711000548,20211001,47,111,20211001
이레재가복지센터,B02,24711000548,20211001,47,111,20211001
효자요양센터,B01,24711000549,20211001,47,111,20211001
효자요양센터,B02,24711000549,20211001,47,111,20211001
이로운재가요양센터,B01,24711000550,20211001,47,111,20211001
이로운재가요양센터,B02,24711000550,20211001,47,111,20211001
선한이웃 복지용구 센터,B06,24711000551,20211001,47,113,20211001
인덕복지센터,B01,24711000553,20211101,47,111,20211101
인덕복지센터,B03,24711000553,20211101,47,111,20211101
일양재가복지센터,B01,24711000554,20211101,47,113,20211101
늘 행복 방문복지센터,B01,24711000555,20211101,47,113,20211101
늘 행복 방문복지센터,B02,24711000555,20211101,47,113,20211101
약속재가센터,B01,24711000556,20211101,47,111,20211101
사랑채노인주간보호센터,B03,24711000557,20211201,47,111,20211201
도화복지센터,B01,24711000558,20211201,47,111,20211201
도화복지센터,B02,24711000558,20211201,47,111,20211201
가은 재가복지센터,B01,24711000559,20211201,47,113,20211201
부영주간보호센터,B03,24711000562,20211201,47,111,20211201
명화노인복지센터,B03,24713000007,20080529,47,130,20080526
동경주노인복지센터,B03,24713000142,20130108,47,130,20130108
동경주노인복지센터,B04,24713000142,20130108,47,130,20130108
나눔노인재가센터,B01,24713000146,20130527,47,130,20130527
나눔노인재가센터,B02,24713000146,20130527,47,130,20130527
나눔노인재가센터,B03,24713000146,20130527,47,130,20130527
참사랑종합재가센터,B01,24713000184,20160627,47,130,20160627
참사랑종합재가센터,B03,24713000184,20160627,47,130,20160627
하나종합재가센터,B01,24713000186,20161005,47,130,20161005
하나종합재가센터,B03,24713000186,20161005,47,130,20161005
예담노인요양센터,B03,24713000207,20171013,47,130,20171013
보금자리노인복지센터,B01,24713000235,20190502,47,130,20190502
보금자리노인복지센터,B02,24713000235,20190502,47,130,20190502
보금자리노인복지센터,B03,24713000235,20190502,47,130,20190502
초록주간복지센터,B03,24713000245,20190805,47,130,20190805
자인효주간보호재가센터,B01,24713000270,20200122,47,130,20200122
자인효주간보호재가센터,B03,24713000270,20200122,47,130,20200122
늘봄재가복지,B01,24713000272,20200330,47,130,20200330
백년의료기,B06,24713000274,20200217,47,130,20200217
안강노인주간복지센터,B03,24713000276,20200722,47,130,20200722
효드림노인복지센터,B01,24713000277,20200722,47,130,20200722
효드림노인복지센터,B02,24713000277,20200722,47,130,20200722
등대노인주야간보호센터,B03,24713000278,20200820,47,130,20200820
조은의료기,B06,24713000279,20200820,47,130,20200820
스마일시니어 둥지사랑 재가방문요양센터,B01,24713000280,20200820,47,130,20200820
스마일시니어 둥지사랑 재가방문요양센터,B02,24713000280,20200820,47,130,20200820
바른재가복지센터,B01,24713000281,20200820,47,130,20200820
엔젤재가복지센터,B01,24713000282,20200820,47,130,20200820
상록수재가노인복지센터,B01,24713000283,20200820,47,130,20200820
도원방문요양센터,B01,24713000284,20200911,47,130,20200911
도원방문요양센터,B02,24713000284,20200911,47,130,20200911
세민주간복지센터,B01,24713000285,20200911,47,130,20200911
세민주간복지센터,B03,24713000285,20200911,47,130,20200911
밀알노인복지센터,B03,24713000286,20200911,47,130,20200911
실버재가복지센터,B01,24713000288,20201208,47,130,20201208
초당재가노인복지센터,B01,24713000289,20201208,47,130,20201208
노인사랑주간보호센터,B01,24713000291,20210310,47,130,20210310
노인사랑주간보호센터,B02,24713000291,20210310,47,130,20210310
노인사랑주간보호센터,B03,24713000291,20210310,47,130,20210310
최장수주간노인복지센터,B03,24713000292,20210416,47,130,20210417
다온재가노인복지센터,B01,24713000293,20210416,47,130,20210416
다온재가노인복지센터,B02,24713000293,20210416,47,130,20210416
황성어버이집,B01,24713000294,20210614,47,130,20210614
황성어버이집,B02,24713000294,20210614,47,130,20210614
하늘지기 노인복지센터,B01,24725000107,20130515,47,250,20130515
하늘지기 노인복지센터,B02,24725000107,20130515,47,250,20130515
하늘지기 노인복지센터,B03,24725000107,20130515,47,250,20130515
늘푸른노인복지센터,B01,24725000185,20200122,47,250,20200122
늘푸른노인복지센터,B03,24725000185,20200122,47,250,20200122
민들레사랑복지센터,B01,24725000186,20200401,47,250,20200401
민들레사랑복지센터,B03,24725000186,20200401,47,250,20200401
아리랑노인복지센터,B01,24725000187,20200414,47,250,20200414
아리랑노인복지센터,B03,24725000187,20200414,47,250,20200414
모서농협재가노인복지센터,B01,24725000188,20200424,47,250,20200424
모서농협재가노인복지센터,B03,24725000188,20200424,47,250,20200424
상주마실재가노인복지센터,B03,24725000189,20200813,47,250,20200813
경북의료기2,B06,24725000191,20200813,47,250,20200813
은자재가노인복지센터,B01,24725000192,20201221,47,250,20201221
행복한재가노인복지센터,B01,24725000193,20210122,47,250,20210122
상주앤 재가노인복지센터,B01,24725000194,20210414,47,250,20210414
상주앤 재가노인복지센터,B02,24725000194,20210414,47,250,20210414
자연노인복지센터,B03,24725000195,20210701,47,250,20210701
감꽃재가노인복지센터,B01,24725000196,20210802,47,250,20210802
양지재가노인복지센터,B01,24725000197,20210802,47,250,20210802
밝은재가노인복지센터,B01,24725000198,20211001,47,250,20211001
천사방문간호센터,B05,24725000199,20211001,47,250,20211001
새늘복지 사회적협동조합 방문요양,B01,24725000200,20211101,47,250,20211101
화북사랑재가노인복지센터,B01,24725000201,20211001,47,250,20211001
화북사랑재가노인복지센터,B02,24725000201,20211001,47,250,20211001
120세노인재가복지센터,B01,24725000202,20211201,47,250,20211201
문경노인복지센터,B01,24728000004,20080530,47,280,20060420
문경노인복지센터,B02,24728000004,20080530,47,280,20060420
문경노인복지센터,B03,24728000004,20080530,47,280,20060420
문경연꽃종합복지센터,B03,24728000116,20170201,47,280,20170201
효와사랑이가득한 문경데이케어센터,B03,24728000138,20181116,47,280,20181116
점촌데이케어센터,B03,24728000139,20181217,47,280,20181217
점촌주간보호센터,B03,24728000144,20190724,47,280,20190724
점촌재활 주·야간보호 재가노인복지센터,B01,24728000147,20190801,47,280,20190801
점촌재활 주·야간보호 재가노인복지센터,B03,24728000147,20190801,47,280,20190801
피움재가노인복지센터,B01,24728000156,20200630,47,280,20200626
경북복지용구사업소,B06,24728000158,20200730,47,280,20200730
희망노인복지센터,B01,24728000159,20200925,47,280,20200925
희망노인복지센터,B02,24728000159,20200925,47,280,20200925
조은열매 주야간보호센터,B01,24728000160,20200925,47,280,20200925
조은열매 주야간보호센터,B03,24728000160,20200925,47,280,20200925
미소치매전담형 주야간보호센터,B03,24728000161,20200925,47,280,20200925
미소치매전담형 주야간보호센터,H31,24728000161,20200925,47,280,20200925
굿데이케어센터,B01,24728000164,20210101,47,280,20210101
굿데이케어센터,B03,24728000164,20210101,47,280,20210101
드림재가노인복지센터,B01,24728000165,20210223,47,280,20210223
드림재가노인복지센터,B02,24728000165,20210223,47,280,20210223
복있는재가노인복지센터,B01,24728000166,20210319,47,280,20210319
복있는재가노인복지센터,B02,24728000166,20210319,47,280,20210319
대명노인복지센터,B01,24728000167,20210319,47,280,20210319
효으뜸재가노인복지센터,B01,24728000168,20210528,47,280,20210528
송운재가노인복지센터,B01,24728000169,20210528,47,280,20210528
송운재가노인복지센터,B02,24728000169,20210528,47,280,20210528
삼성의료기 복지용구,B06,24728000170,20210528,47,280,20210528
행복한 주야간보호센터,B03,24728000171,20211108,47,280,20211108
금빛재가노인지원서비스센터,B01,24729028051,20080623,47,290,20040323
금빛재가노인지원서비스센터,B02,24729028051,20080623,47,290,20040323
보현노인복지센터,B01,24729028734,20100115,47,290,20100115
보현노인복지센터,B02,24729028734,20100115,47,290,20100115
보현노인복지센터,B03,24729028734,20100115,47,290,20100115
보현노인복지센터,B04,24729028734,20100115,47,290,20100115
경산시재가노인지원센터,B03,24729028967,20200102,47,290,20200102
건화종합재가복지기관,B01,24729028971,20200429,47,290,20200429
건화종합재가복지기관,B02,24729028971,20200429,47,290,20200429
건화종합재가복지기관,B03,24729028971,20200429,47,290,20200429
자인중앙주간보호센타,B01,24729028972,20200729,47,290,20200626
자인중앙주간보호센타,B03,24729028972,20200729,47,290,20200626
삼북재활주간보호센터,B03,24729028973,20200729,47,290,20200626
우리집재가노인복지센터,B01,24729028975,20200729,47,290,20200630
호산나주간보호센터,B01,24729028976,20200729,47,290,20200710
호산나주간보호센터,B03,24729028976,20200729,47,290,20200710
동행주야간보호센터,B03,24729028977,20200729,47,290,20200710
도우누리재가복지센터,B03,24729028978,20200729,47,290,20200710
효드림재가노인복지시설,B03,24729028982,20200729,47,290,20200721
가온재가복지센터,B01,24729028983,20200904,47,290,20200803
가온재가복지센터,B02,24729028983,20200904,47,290,20200803
다사랑케어복지센터,B01,24729028985,20200904,47,290,20200814
다사랑케어복지센터,B02,24729028985,20200904,47,290,20200814
다사랑케어복지센터,B03,24729028985,20200904,47,290,20200814
보람재가노인복지센터,B01,24729028986,20200923,47,290,20200914
사랑드림재가주간보호센터,B01,24729028987,20201027,47,290,20201023
사랑드림재가주간보호센터,B03,24729028987,20201027,47,290,20201023
행복숲재가노인복지센터,B01,24729028988,20201027,47,290,20201023
탁샘재가복지센터,B01,24729028989,20201201,47,290,20201201
로뎀나무주간보호센터,B03,24729028991,20201229,47,290,20201229
